"customer_id","lifetime_sales","lifetime_profit","customer_tier"
JS-155951,5975,436.0965,Silver (Low Margin)
BM-116502,3296,637.887,Silver (Low Margin)
RW-196303,1798,354.816,Silver (Low Margin)
EM-38101,166,-74.361,Red (Loss Making)
RD-196602,5345,949.197,Silver (Low Margin)
AB-100601,2107,320.2764,Silver (Low Margin)
BS-115903,2078,658.26752,Silver (Low Margin)
GB-145303,755,169.80,Silver (Low Margin)
PL-189253,1329,82.208,Silver (Low Margin)
EM-138104,2567,-133.8275,Red (Loss Making)
AC-104204,926,-62.1342,Red (Loss Making)
DS-131802,1632,349.344,Silver (Low Margin)
JJ-57602,980,-59.682,Red (Loss Making)
EM-38251,41,-33.918,Red (Loss Making)
MG-82053,277,-190.266,Red (Loss Making)
RS-194203,3292,517.68768,Silver (Low Margin)
ND-84603,708,218.91,Silver (Low Margin)
CA-19652,2448,-51.318,Red (Loss Making)
CH-20701,528,36.642,Silver (Low Margin)
BS-18002,2203,696.27,Silver (Low Margin)
CJ-118752,761,94.422,Silver (Low Margin)
DW-134801,5313,1651.896,Gold (Profitable)
TB-111901,424,120.39,Silver (Low Margin)
BE-14551,937,350.31,Silver (Low Margin)
LS-69753,49,-49.704,Red (Loss Making)
AG-3002,835,-270.168,Red (Loss Making)
GM-44552,281,-329.280,Red (Loss Making)
DM-33452,4664,-5377.680,Red (Loss Making)
DG-133002,2484,80.880,Silver (Low Margin)
SM-209504,5563,581.5742,Silver (Low Margin)
DH-30751,1587,427.08,Silver (Low Margin)
ML-77552,51,23.4,Silver (Low Margin)
HP-148152,1756,262.7295,Silver (Low Margin)
NG-83552,403,65.19,Silver (Low Margin)
CL-127003,2506,741.652,Silver (Low Margin)
ER-38551,464,152.79,Silver (Low Margin)
LS-69451,1321,474.828,Silver (Low Margin)
SU-206653,1607,-975.608,Red (Loss Making)
AC-4202,849,87.396,Silver (Low Margin)
MK-79052,187,21.06,Silver (Low Margin)
FC-142452,752,213.60,Silver (Low Margin)
MG-176501,4904,1043.844,Gold (Profitable)
LS-69453,1210,-465.504,Red (Loss Making)
SH-199754,3408,558.4740,Silver (Low Margin)
NG-183552,2134,311.316,Silver (Low Margin)
SP-206502,1468,93.12,Silver (Low Margin)
NF-85951,801,232.956,Silver (Low Margin)
QJ-192553,2616,-624.844,Red (Loss Making)
KN-63901,117,41.04,Silver (Low Margin)
KD-66151,205,30.18,Silver (Low Margin)
BD-15601,137,-83.28,Red (Loss Making)
EH-141254,3084,96.2702,Silver (Low Margin)
CS-124901,2831,171.51,Silver (Low Margin)
BF-112154,1586,523.2133,Silver (Low Margin)
MH-172902,2845,527.052,Silver (Low Margin)
ND-84601,1973,741.360,Silver (Low Margin)
GT-46352,32,-35.43,Red (Loss Making)
PO-191801,9211,1461.2925,Gold (Profitable)
NC-86252,103,9.24,Silver (Low Margin)
BT-114853,1678,333.85384,Silver (Low Margin)
SC-206804,1255,370.1578,Silver (Low Margin)
BW-11103,1268,146.10,Silver (Low Margin)
RB-197952,1486,301.209,Silver (Low Margin)
MH-177852,2780,750.564,Silver (Low Margin)
SD-204853,3330,800.492,Silver (Low Margin)
YS-218802,3864,925.38,Silver (Low Margin)
JO-151454,3257,581.4045,Silver (Low Margin)
NP-86852,340,91.86,Silver (Low Margin)
PB-192101,11654,1365.5586,Gold (Profitable)
JL-51751,691,217.23,Silver (Low Margin)
AG-103001,3212,385.7802,Silver (Low Margin)
FH-143654,6989,2050.2826,Gold (Profitable)
RD-198104,1137,318.4625,Silver (Low Margin)
EB-137052,3127,687.000,Silver (Low Margin)
DB-131203,327,22.37312,Silver (Low Margin)
MF-176654,936,-341.5265,Red (Loss Making)
RP-192704,955,59.5384,Silver (Low Margin)
AR-108254,4523,494.8352,Silver (Low Margin)
EM-140953,1324,281.792,Silver (Low Margin)
FC-142451,4133,651.0168,Silver (Low Margin)
EM-40952,193,23.16,Silver (Low Margin)
ER-138554,1245,-295.7398,Red (Loss Making)
DM-35253,763,171.696,Silver (Low Margin)
HE-148004,884,274.4028,Silver (Low Margin)
TH-112351,1456,-12.471,Red (Loss Making)
KM-162253,282,112.66,Silver (Low Margin)
CV-128051,3384,815.4960,Silver (Low Margin)
AG-104951,3451,463.5330,Silver (Low Margin)
TH-111151,1761,469.11,Silver (Low Margin)
GK-46202,116,49.62,Silver (Low Margin)
BP-110953,2560,42.368,Silver (Low Margin)
MM-182801,1582,502.572,Silver (Low Margin)
CM-26551,412,-130.560,Red (Loss Making)
FH-42752,79,1.344,Silver (Low Margin)
SH-206354,2096,260.6258,Silver (Low Margin)
VF-117152,59,-44.628,Red (Loss Making)
PO-91952,27,5.7,Silver (Low Margin)
RA-98851,59,-106.164,Red (Loss Making)
MC-75901,481,82.29,Silver (Low Margin)
TB-111751,528,185.04,Silver (Low Margin)
SC-207701,5029,78.6210,Silver (Low Margin)
AH-302,1248,426.12,Silver (Low Margin)
HP-148154,1991,373.8637,Silver (Low Margin)
EH-137654,10313,1393.5154,Gold (Profitable)
ED-138851,6533,1046.6070,Gold (Profitable)
PB-88051,254,-302.478,Red (Loss Making)
BC-111251,2829,1124.484,Gold (Profitable)
CM-27151,629,-63.264,Red (Loss Making)
JK-156402,4359,1088.655,Gold (Profitable)
BS-113804,3888,-17.5322,Red (Loss Making)
ND-184603,2663,583.13872,Silver (Low Margin)
CR-125804,2149,74.4013,Silver (Low Margin)
PS-190454,6842,1742.7297,Gold (Profitable)
TA-113851,2226,696.732,Silver (Low Margin)
DP-31051,5858,2730.45,Gold (Profitable)
JD-61501,1679,221.88,Silver (Low Margin)
EA-140352,1337,213.288,Silver (Low Margin)
DH-136751,3433,520.6545,Silver (Low Margin)
PB-192104,133,21.8970,Silver (Low Margin)
BM-15751,1368,510.66,Silver (Low Margin)
DP-31052,1113,-1230.264,Red (Loss Making)
GP-147404,237,31.8376,Silver (Low Margin)
LC-169304,4492,288.2660,Silver (Low Margin)
CS-124003,3041,727.19936,Silver (Low Margin)
DW-135853,5034,181.38360,Silver (Low Margin)
SF-109651,868,233.82,Silver (Low Margin)
LA-167804,8674,2059.1199,Gold (Profitable)
SC-202302,5550,137.391,Silver (Low Margin)
AH-1202,2,-3.378,Red (Loss Making)
NK-184901,6215,1035.5322,Gold (Profitable)
LB-167951,8487,1517.9205,Gold (Profitable)
SD-104852,43,10.392,Silver (Low Margin)
MS-179804,855,55.2260,Silver (Low Margin)
GB-145302,1204,-420.726,Red (Loss Making)
DK-132251,652,79.6626,Silver (Low Margin)
SV-208154,1271,199.6502,Silver (Low Margin)
EL-37352,1718,588.78,Silver (Low Margin)
CC-121001,1317,435.9690,Silver (Low Margin)
JK-161203,2809,248.82664,Silver (Low Margin)
EM-141403,5617,340.53336,Silver (Low Margin)
AR-3452,1058,376.092,Silver (Low Margin)
DE-32552,2573,28.62,Silver (Low Margin)
Dl-136003,59,-28.096,Red (Loss Making)
EH-37651,605,-589.536,Red (Loss Making)
MW-82351,675,258.312,Silver (Low Margin)
MP-174702,4416,1209.018,Gold (Profitable)
CR-126251,13043,921.2484,Silver (Low Margin)
NB-186552,4478,515.664,Silver (Low Margin)
SR-204254,3234,-3333.9144,Red (Loss Making)
KN-164504,2171,114.3083,Silver (Low Margin)
PM-191354,4115,526.7537,Silver (Low Margin)
VB-217453,1097,-383.9694,Red (Loss Making)
ON-187151,3094,-41.5386,Red (Loss Making)
TZ-214452,2565,486.678,Silver (Low Margin)
KB-62402,1077,298.02,Silver (Low Margin)
CJ-118754,17,1.652,Silver (Low Margin)
DL-134954,3540,-52.7880,Red (Loss Making)
MC-174253,5317,1111.61648,Gold (Profitable)
MC-176053,4103,437.9314,Silver (Low Margin)
MS-179801,4091,945.4272,Silver (Low Margin)
BO-113504,2682,278.7770,Silver (Low Margin)
KF-162854,10606,1660.1386,Gold (Profitable)
BF-12151,399,-237.591,Red (Loss Making)
TN-110401,188,26.31,Silver (Low Margin)
CM-127154,3985,176.3108,Silver (Low Margin)
BF-111701,7092,986.7042,Silver (Low Margin)
PC-190003,157,37.12,Silver (Low Margin)
EH-141252,7494,1334.6925,Gold (Profitable)
RD-96603,258,-88.824,Red (Loss Making)
CS-21751,1380,387.198,Silver (Low Margin)
MP-179651,2552,-194.1963,Red (Loss Making)
FG-42601,83,-41.835,Red (Loss Making)
KN-163904,2618,-151.1518,Red (Loss Making)
AB-602,287,-220.080,Red (Loss Making)
DM-29551,878,-172.452,Red (Loss Making)
PL-189254,239,-0.7527,Red (Loss Making)
JM-152654,1804,502.6143,Silver (Low Margin)
RA-198852,2886,763.401,Silver (Low Margin)
AP-7202,576,-64.38,Red (Loss Making)
BT-114851,2681,438.7047,Silver (Low Margin)
MF-176651,4636,369.3219,Silver (Low Margin)
CL-127001,10184,1242.4878,Gold (Profitable)
SZ-100352,756,119.52,Silver (Low Margin)
CS-124002,1413,300.456,Silver (Low Margin)
TC-211452,907,341.826,Silver (Low Margin)
DB-133603,2018,439.74356,Silver (Low Margin)
LR-70351,1864,189.63,Silver (Low Margin)
AB-106001,7148,1608.9561,Gold (Profitable)
GB-145304,1569,7.8371,Silver (Low Margin)
DB-131201,350,64.587,Silver (Low Margin)
AO-8101,24,-32.463,Red (Loss Making)
AG-4951,469,48.66,Silver (Low Margin)
AT-104354,1172,100.8768,Silver (Low Margin)
CD-27902,121,-92.616,Red (Loss Making)
AT-104352,6342,1570.788,Gold (Profitable)
NS-186404,2966,-234.7714,Red (Loss Making)
CJ-18751,411,64.56,Silver (Low Margin)
JK-153252,2375,113.265,Silver (Low Margin)
DW-134803,2340,-664.22440,Red (Loss Making)
SG-208903,2863,-433.43564,Red (Loss Making)
VF-117151,543,49.35,Silver (Low Margin)
NM-184453,3664,674.532,Silver (Low Margin)
VP-117601,152,-4.908,Red (Loss Making)
PM-91351,746,171.90,Silver (Low Margin)
NF-85952,931,-300.360,Red (Loss Making)
BM-116504,7293,2199.2781,Gold (Profitable)
RA-198853,3354,557.98408,Silver (Low Margin)
RF-93452,13,5.64,Silver (Low Margin)
SV-108152,4009,1187.94,Gold (Profitable)
SW-207553,6683,1256.544,Gold (Profitable)
KB-164053,946,-142.164,Red (Loss Making)
ML-177554,2071,409.5112,Silver (Low Margin)
MG-182051,7669,1107.672,Gold (Profitable)
DM-133452,4806,-213.093,Red (Loss Making)
CA-123101,1091,260.1189,Silver (Low Margin)
AJ-107801,5821,988.0137,Silver (Low Margin)
BO-13501,477,-15.936,Red (Loss Making)
RB-197951,2476,341.1975,Silver (Low Margin)
AJ-107952,2249,384.966,Silver (Low Margin)
DB-33601,3691,1074.27,Gold (Profitable)
TB-211753,5722,289.564,Silver (Low Margin)
AC-106154,2538,298.8273,Silver (Low Margin)
NS-86402,1079,-253.809,Red (Loss Making)
ME-173203,1281,-50.792,Red (Loss Making)
HR-148301,1940,320.634,Silver (Low Margin)
BF-109753,1196,133.652,Silver (Low Margin)
Dl-136002,2973,376.131,Silver (Low Margin)
VP-217603,1432,296.448,Silver (Low Margin)
PC-87452,1161,468.24,Silver (Low Margin)
CR-28201,600,117.18,Silver (Low Margin)
CM-18301,3061,-38.283,Red (Loss Making)
MS-79802,983,291.03,Silver (Low Margin)
YC-218951,5606,1315.5801,Gold (Profitable)
JD-161501,2958,-883.6431,Red (Loss Making)
MT-80702,2025,-2519.634,Red (Loss Making)
DR-129403,1696,269.97952,Silver (Low Margin)
AG-104954,2356,295.6668,Silver (Low Margin)
MH-76203,678,-3.864,Red (Loss Making)
CP-23401,4136,1407.75,Gold (Profitable)
PO-191803,1967,-87.4790,Red (Loss Making)
CA-119654,3789,1143.3817,Gold (Profitable)
LO-71701,1349,424.320,Silver (Low Margin)
NP-86851,4655,1158.90,Gold (Profitable)
CA-20552,600,75.96,Silver (Low Margin)
TT-212653,2333,-411.464,Red (Loss Making)
DB-129703,2840,213.0029,Silver (Low Margin)
JC-161054,858,201.5952,Silver (Low Margin)
PO-91803,727,163.26,Silver (Low Margin)
HR-147701,4409,561.567,Silver (Low Margin)
BE-114553,1464,192.212,Silver (Low Margin)
TB-213554,834,268.9670,Silver (Low Margin)
RW-96301,546,247.44,Silver (Low Margin)
AD-101802,1001,119.8785,Silver (Low Margin)
EL-37351,1976,-575.838,Red (Loss Making)
CS-121754,844,113.1405,Silver (Low Margin)
MM-182804,774,58.8916,Silver (Low Margin)
PC-187451,3356,-664.6542,Red (Loss Making)
SH-99751,520,-391.113,Red (Loss Making)
AR-108252,7720,1978.170,Gold (Profitable)
BE-114551,11483,-149.4597,Red (Loss Making)
AO-108101,7085,-88.9494,Red (Loss Making)
GP-147403,1759,212.678,Silver (Low Margin)
MC-176352,2615,330.000,Silver (Low Margin)
DH-136752,2518,260.442,Silver (Low Margin)
FG-42603,198,-92.904,Red (Loss Making)
AS-1351,187,26.1,Silver (Low Margin)
HG-149652,1695,301.506,Silver (Low Margin)
BF-9752,722,271.47,Silver (Low Margin)
AS-452,379,-390.486,Red (Loss Making)
JE-161651,2865,495.0450,Silver (Low Margin)
DP-33901,714,131.94,Silver (Low Margin)
GB-45302,21,5.28,Silver (Low Margin)
SN-207101,3474,783.216,Silver (Low Margin)
TT-214602,6816,740.769,Silver (Low Margin)
TH-115503,11,1.41,Silver (Low Margin)
MR-75451,1963,574.53,Silver (Low Margin)
ML-173951,1814,231.5466,Silver (Low Margin)
SV-108153,2863,-627.678,Red (Loss Making)
JO-155504,1092,167.6709,Silver (Low Margin)
SR-207401,4573,969.2466,Silver (Low Margin)
EB-137503,2109,762.672,Silver (Low Margin)
DE-132554,2551,464.4714,Silver (Low Margin)
CG-120403,393,-0.080,Red (Loss Making)
AP-107202,1763,324.6,Silver (Low Margin)
LS-169754,2989,262.6367,Silver (Low Margin)
EH-41251,1087,60.576,Silver (Low Margin)
PH-187903,4322,1348.948,Gold (Profitable)
DW-34803,3311,360.51,Silver (Low Margin)
BB-9902,315,48.228,Silver (Low Margin)
JE-56101,613,-329.208,Red (Loss Making)
BE-113353,6342,1701.6664,Gold (Profitable)
TN-210401,2186,-459.774,Red (Loss Making)
NF-185954,2031,388.2131,Silver (Low Margin)
LS-169452,1979,48.342,Silver (Low Margin)
TS-114302,5288,1639.86,Gold (Profitable)
BS-13802,310,38.46,Silver (Low Margin)
EB-37502,766,100.713,Silver (Low Margin)
AG-5251,802,-211.644,Red (Loss Making)
SL-101551,1516,492.36,Silver (Low Margin)
AD-101803,1541,86.824,Silver (Low Margin)
TC-114753,639,1.974,Silver (Low Margin)
MP-174701,1697,-305.9472,Red (Loss Making)
ML-177551,6767,-17.5581,Red (Loss Making)
JP-154602,3163,760.329,Silver (Low Margin)
JS-155952,1099,294.282,Silver (Low Margin)
CG-20401,36,-53.61,Red (Loss Making)
BO-113501,3754,249.9327,Silver (Low Margin)
SC-106802,3835,52.980,Silver (Low Margin)
AH-1951,80,-99.291,Red (Loss Making)
PB-192102,4684,1060.641,Gold (Profitable)
LD-168553,3770,360.10548,Silver (Low Margin)
EM-138252,4427,607.155,Silver (Low Margin)
MH-176201,732,-191.9961,Red (Loss Making)
JW-152203,933,282.832,Silver (Low Margin)
DM-135253,2208,193.54768,Silver (Low Margin)
MY-82951,2993,569.103,Silver (Low Margin)
CW-119053,1721,114.3226,Silver (Low Margin)
AT-4352,748,-324.267,Red (Loss Making)
AG-7651,769,-891.060,Red (Loss Making)
DP-131054,2215,563.1761,Silver (Low Margin)
MH-81152,319,40.542,Silver (Low Margin)
MC-176354,795,-247.9435,Red (Loss Making)
KN-163903,2724,618.18324,Silver (Low Margin)
SG-208901,4544,187.4235,Silver (Low Margin)
BT-15301,105,-37.521,Red (Loss Making)
CK-127603,1700,98.8844,Silver (Low Margin)
NC-85352,469,-296.880,Red (Loss Making)
MH-74401,2763,656.25,Silver (Low Margin)
DK-31501,333,106.98,Silver (Low Margin)
DB-135553,1971,444.4676,Silver (Low Margin)
HR-47703,2620,333.132,Silver (Low Margin)
KF-162852,1326,420.549,Silver (Low Margin)
JK-156401,301,34.3485,Silver (Low Margin)
MA-175603,2486,66.70648,Silver (Low Margin)
JC-161053,1628,222.07988,Silver (Low Margin)
CA-120551,2746,322.581,Silver (Low Margin)
RS-198703,2399,97.11728,Silver (Low Margin)
HD-147854,251,-135.8760,Red (Loss Making)
KC-66752,373,-124.128,Red (Loss Making)
JR-62103,248,-26.280,Red (Loss Making)
CS-124902,1506,-84.300,Red (Loss Making)
GM-146954,6051,188.7235,Silver (Low Margin)
Dl-36001,993,99.276,Silver (Low Margin)
KC-162551,3037,558.0333,Silver (Low Margin)
LS-172004,1009,244.1970,Silver (Low Margin)
CS-21752,1960,827.37,Silver (Low Margin)
JJ-157602,8606,399.648,Silver (Low Margin)
MA-75602,1070,-343.764,Red (Loss Making)
JP-154604,1669,429.7465,Silver (Low Margin)
AH-100754,3251,281.1890,Silver (Low Margin)
JK-53251,203,-36.972,Red (Loss Making)
JE-156101,4147,88.9164,Silver (Low Margin)
MH-181153,1208,-203.87600,Red (Loss Making)
KC-62551,698,39.444,Silver (Low Margin)
RB-196454,221,72.6790,Silver (Low Margin)
TS-114301,523,172.11,Silver (Low Margin)
AO-8103,76,6.96,Silver (Low Margin)
TC-215354,742,217.9330,Silver (Low Margin)
EA-140351,2922,526.0668,Silver (Low Margin)
JW-152201,7827,1036.2153,Gold (Profitable)
KB-166003,2818,6.788,Silver (Low Margin)
FH-43651,192,22.95,Silver (Low Margin)
PJ-188351,2704,461.298,Silver (Low Margin)
JE-156102,750,6.378,Silver (Low Margin)
JO-51451,2255,532.38,Silver (Low Margin)
AJ-107954,4501,1158.7064,Gold (Profitable)
NG-83553,1987,782.61,Silver (Low Margin)
DK-128353,6745,-248.546,Red (Loss Making)
SL-201551,3808,-232.185,Red (Loss Making)
JL-151751,4745,9.4137,Silver (Low Margin)
GT-146354,9351,-4108.6589,Red (Loss Making)
EH-40051,976,219.174,Silver (Low Margin)
SU-206654,2596,763.4719,Silver (Low Margin)
AB-100603,5210,1119.128,Gold (Profitable)
CK-127604,1583,-338.4311,Red (Loss Making)
KE-164204,1686,397.8799,Silver (Low Margin)
JJ-57601,908,153.078,Silver (Low Margin)
SN-205602,2103,442.002,Silver (Low Margin)
GB-45301,375,76.20,Silver (Low Margin)
TH-212353,2870,-313.284,Red (Loss Making)
AS-101352,2474,340.821,Silver (Low Margin)
NP-186853,5440,-32.9776,Red (Loss Making)
PJ-88351,581,-832.443,Red (Loss Making)
TT-114601,189,-0.66,Red (Loss Making)
BS-113651,1321,451.62,Silver (Low Margin)
BC-11252,311,-295.248,Red (Loss Making)
ED-38852,15,2.61,Silver (Low Margin)
BT-14851,174,35.88,Silver (Low Margin)
EL-137354,125,27.1154,Silver (Low Margin)
KB-66003,531,95.70,Silver (Low Margin)
KN-167053,441,-66.970,Red (Loss Making)
NB-185804,274,24.7888,Silver (Low Margin)
AD-1802,669,-514.212,Red (Loss Making)
LS-69751,217,-10.842,Red (Loss Making)
RH-195104,6980,1289.4535,Gold (Profitable)
CV-128054,2372,98.9975,Silver (Low Margin)
BB-15452,77,4.008,Silver (Low Margin)
BF-112151,4587,1122.5403,Gold (Profitable)
SP-208601,246,-60.231,Red (Loss Making)
BE-113351,10731,3112.923,Platinum (High Value)
EB-38403,346,-129.642,Red (Loss Making)
MO-78001,1885,138.294,Silver (Low Margin)
SC-207702,1797,257.115,Silver (Low Margin)
SS-201404,1324,332.3487,Silver (Low Margin)
PM-191351,2796,-541.0521,Red (Loss Making)
EB-137504,3236,-80.2860,Red (Loss Making)
BF-112753,4024,246.56664,Silver (Low Margin)
JM-56551,2336,334.35,Silver (Low Margin)
NH-86103,1085,-229.758,Red (Loss Making)
SP-206203,959,289.240,Silver (Low Margin)
MR-175453,2312,486.20,Silver (Low Margin)
PP-189551,8800,837.8616,Silver (Low Margin)
JG-158051,11116,1769.9802,Gold (Profitable)
NB-186554,1974,117.6429,Silver (Low Margin)
PC-90002,120,20.4,Silver (Low Margin)
JB-154003,2468,241.6654,Silver (Low Margin)
SH-199752,1390,-212.415,Red (Loss Making)
DR-128804,6527,1641.8613,Gold (Profitable)
NB-185801,1306,127.896,Silver (Low Margin)
KH-63301,1311,-180.456,Red (Loss Making)
TS-113701,329,73.146,Silver (Low Margin)
MZ-73351,180,55.23,Silver (Low Margin)
KC-166753,3272,194.87364,Silver (Low Margin)
GG-46501,26,10.38,Silver (Low Margin)
CL-127002,2902,350.295,Silver (Low Margin)
TS-211603,1086,210.076,Silver (Low Margin)
LC-69601,1905,473.01,Silver (Low Margin)
MP-181754,5090,226.4529,Silver (Low Margin)
BM-115754,809,95.5816,Silver (Low Margin)
SW-103502,501,68.130,Silver (Low Margin)
MC-76051,18,3.63,Silver (Low Margin)
DB-29102,1180,207.54,Silver (Low Margin)
RD-198101,2147,369.069,Silver (Low Margin)
MK-79051,347,-236.337,Red (Loss Making)
JG-58051,81,9.66,Silver (Low Margin)
RB-97952,188,53.73,Silver (Low Margin)
SZ-200354,3628,366.4303,Silver (Low Margin)
CA-123103,1920,254.35896,Silver (Low Margin)
ML-180403,633,25.680,Silver (Low Margin)
BS-13801,160,-0.132,Red (Loss Making)
HM-48602,784,288.21,Silver (Low Margin)
FG-42602,26,10.8,Silver (Low Margin)
EH-137651,5217,819.600,Silver (Low Margin)
TZ-214451,4184,284.940,Silver (Low Margin)
MZ-75152,150,25.05,Silver (Low Margin)
MS-79801,673,121.704,Silver (Low Margin)
AJ-7803,942,192.78,Silver (Low Margin)
LD-68552,1119,-416.16,Red (Loss Making)
DB-131202,1953,-693.7695,Red (Loss Making)
EB-37501,173,17.85,Silver (Low Margin)
GZ-45451,92,-89.838,Red (Loss Making)
CC-24302,889,99.42,Silver (Low Margin)
NK-184902,1104,132.504,Silver (Low Margin)
AR-3451,1243,230.64,Silver (Low Margin)
DA-34502,975,167.16,Silver (Low Margin)
JJ-157604,195,34.4492,Silver (Low Margin)
EB-139751,1985,398.3223,Silver (Low Margin)
FW-143954,81,23.4913,Silver (Low Margin)
CA-123104,1423,246.0218,Silver (Low Margin)
TC-211454,1038,265.5332,Silver (Low Margin)
TC-109801,587,-510.156,Red (Loss Making)
PJ-188352,8509,3986.004,Platinum (High Value)
RR-195254,3301,721.6826,Silver (Low Margin)
RH-195101,1448,178.683,Silver (Low Margin)
BF-110053,3540,-611.49024,Red (Loss Making)
DJ-35102,194,73.56,Silver (Low Margin)
AB-106002,4276,-503.295,Red (Loss Making)
RB-97052,285,38.85,Silver (Low Margin)
RP-198553,1294,-398.432,Red (Loss Making)
JW-152204,7722,2173.7094,Gold (Profitable)
KM-162252,203,59.40,Silver (Low Margin)
ND-184604,2894,443.3368,Silver (Low Margin)
AH-100301,4154,911.4000,Silver (Low Margin)
GG-146502,7619,1318.704,Gold (Profitable)
GM-144552,2032,423.261,Silver (Low Margin)
PO-91953,403,-488.274,Red (Loss Making)
NC-186251,11491,2110.566,Gold (Profitable)
DJ-135103,5736,840.55900,Silver (Low Margin)
ON-87151,346,-106.464,Red (Loss Making)
TH-215501,3994,-778.6977,Red (Loss Making)
RS-197653,2702,317.50028,Silver (Low Margin)
MY-73802,1589,744.204,Silver (Low Margin)
BB-109902,1808,314.856,Silver (Low Margin)
NL-83102,29,-36.348,Red (Loss Making)
CM-27152,2210,358.218,Silver (Low Margin)
CY-27452,31,8.61,Silver (Low Margin)
LW-169901,1151,367.179,Silver (Low Margin)
EH-141251,4073,228.4080,Silver (Low Margin)
ML-173954,2723,684.9162,Silver (Low Margin)
DR-128801,3328,-204.1665,Red (Loss Making)
PK-189101,1397,-56.4150,Red (Loss Making)
RR-195251,3504,244.8726,Silver (Low Margin)
NC-85351,782,217.281,Silver (Low Margin)
GR-145603,1773,233.39544,Silver (Low Margin)
RD-98101,3021,749.88,Silver (Low Margin)
MC-76352,59,8.256,Silver (Low Margin)
VW-217753,975,-85.128,Red (Loss Making)
CG-20402,483,-342.300,Red (Loss Making)
GD-145901,6939,973.5693,Silver (Low Margin)
TC-115352,405,194.55,Silver (Low Margin)
FH-143651,2864,152.2065,Silver (Low Margin)
DJ-135101,2668,655.6509,Silver (Low Margin)
DM-133454,4074,1319.0586,Gold (Profitable)
LS-169453,1321,224.52476,Silver (Low Margin)
BS-118001,4711,873.9198,Silver (Low Margin)
NK-84901,2393,731.04,Silver (Low Margin)
RS-98701,467,144.39,Silver (Low Margin)
DB-129104,2172,431.3748,Silver (Low Margin)
NF-84753,587,26.226,Silver (Low Margin)
DW-131953,526,48.116,Silver (Low Margin)
JS-55953,608,-724.728,Red (Loss Making)
EM-142004,367,21.7721,Silver (Low Margin)
VB-217454,2006,371.2398,Silver (Low Margin)
KL-165552,2771,504.81,Silver (Low Margin)
AY-105551,802,304.41,Silver (Low Margin)
SB-202903,793,83.236,Silver (Low Margin)
SL-201552,3701,928.056,Silver (Low Margin)
LD-68551,1703,89.706,Silver (Low Margin)
MC-174251,4780,947.0787,Silver (Low Margin)
JC-61051,61,-130.686,Red (Loss Making)
KN-167051,2614,565.530,Silver (Low Margin)
MW-182351,5128,-1349.6781,Red (Loss Making)
HW-149352,4146,708.525,Silver (Low Margin)
CP-20852,885,246.33,Silver (Low Margin)
EB-138403,1856,502.06304,Silver (Low Margin)
RP-98552,1226,-1075.371,Red (Loss Making)
CV-128052,3926,787.671,Silver (Low Margin)
AH-101952,1833,391.05,Silver (Low Margin)
BE-113354,4205,1487.7739,Gold (Profitable)
TS-211604,2162,260.8744,Silver (Low Margin)
AC-106152,2738,-394.920,Red (Loss Making)
BG-16952,76,22.65,Silver (Low Margin)
SC-107701,27,5.64,Silver (Low Margin)
PW-190301,1126,-14.3469,Red (Loss Making)
JO-155502,756,-14.154,Red (Loss Making)
CS-122502,5663,684.0135,Silver (Low Margin)
GD-45901,46,-56.058,Red (Loss Making)
VM-116852,801,-119.052,Red (Loss Making)
AP-107201,9040,1631.8227,Gold (Profitable)
TZ-114453,434,161.760,Silver (Low Margin)
LC-169601,4611,262.1355,Silver (Low Margin)
EK-137953,432,26.316,Silver (Low Margin)
NF-84752,676,193.89,Silver (Low Margin)
BP-110502,1581,216.498,Silver (Low Margin)
MG-176503,1054,126.10268,Silver (Low Margin)
BG-116951,3436,295.5255,Silver (Low Margin)
DM-129554,1321,108.7583,Silver (Low Margin)
SS-205154,613,199.9345,Silver (Low Margin)
SU-106651,1766,4.464,Silver (Low Margin)
TW-210253,785,29.644,Silver (Low Margin)
MC-176054,2258,195.4486,Silver (Low Margin)
MP-174704,3207,600.2873,Silver (Low Margin)
EM-138254,2340,682.5542,Silver (Low Margin)
MW-182353,4534,762.900,Silver (Low Margin)
NF-185951,2661,357.795,Silver (Low Margin)
DM-29552,139,44.34,Silver (Low Margin)
EH-137653,958,81.840,Silver (Low Margin)
BN-114701,13672,1268.1828,Gold (Profitable)
AS-6302,93,-88.641,Red (Loss Making)
EH-140051,1941,210.8871,Silver (Low Margin)
TH-215502,1610,248.052,Silver (Low Margin)
AY-105554,496,103.3499,Silver (Low Margin)
PK-189102,802,127.776,Silver (Low Margin)
MH-76201,372,132.99,Silver (Low Margin)
MO-178002,355,100.59,Silver (Low Margin)
MZ-175153,1508,309.60984,Silver (Low Margin)
MF-176652,4860,955.347,Silver (Low Margin)
GH-144851,4446,1170.2142,Gold (Profitable)
EK-37952,1355,159.69,Silver (Low Margin)
MR-175454,640,162.9363,Silver (Low Margin)
CS-121752,1748,477.51,Silver (Low Margin)
PK-189103,3644,1046.50856,Gold (Profitable)
VT-217004,1736,-224.0889,Red (Loss Making)
AW-109302,4066,1424.454,Gold (Profitable)
KB-162404,3152,763.9076,Silver (Low Margin)
GM-144551,5109,1862.868,Gold (Profitable)
TB-213552,792,176.4,Silver (Low Margin)
MH-181152,2669,623.778,Silver (Low Margin)
DB-32702,225,84.03,Silver (Low Margin)
MM-182802,3349,1142.748,Gold (Profitable)
