"location_key","city","state","country","region","market"
Beira-Sofala-Mozambique,Beira,Sofala,Mozambique,Africa,Africa
Kumba-Sud-Ouest-Cameroon,Kumba,Sud-Ouest,Cameroon,Africa,Africa
Friedrichshafen-Baden-Württemberg-Germany,Friedrichshafen,Baden-Württemberg,Germany,Central,EU
Rach Gia-Kiên Giang-Vietnam,Rach Gia,Kiên Giang,Vietnam,Southeast Asia,APAC
Marlborough-Massachusetts-United States,Marlborough,Massachusetts,United States,East,US
Ibagué-Tolima-Colombia,Ibagué,Tolima,Colombia,South,LATAM
Izmir-Izmir-Turkey,Izmir,Izmir,Turkey,EMEA,EMEA
Solihull-England-United Kingdom,Solihull,England,United Kingdom,North,EU
New Brunswick-New Jersey-United States,New Brunswick,New Jersey,United States,East,US
Matsubara-Oita-Japan,Matsubara,Oita,Japan,North Asia,APAC
Randers-Central Jutland-Denmark,Randers,Central Jutland,Denmark,North,EU
Portici-Campania-Italy,Portici,Campania,Italy,South,EU
Madison-Wisconsin-United States,Madison,Wisconsin,United States,Central,US
Briton Ferry-Wales-United Kingdom,Briton Ferry,Wales,United Kingdom,North,EU
Fontaine-Rhône-Alpes-France,Fontaine,Rhône-Alpes,France,Central,EU
Chililabombwe-Copperbelt-Zambia,Chililabombwe,Copperbelt,Zambia,Africa,Africa
La Ciotat-Provence-Alpes-Côte d'Azur-France,La Ciotat,Provence-Alpes-Côte d'Azur,France,Central,EU
Barcelona-Anzoátegui-Venezuela,Barcelona,Anzoátegui,Venezuela,South,LATAM
Gera-Thuringia-Germany,Gera,Thuringia,Germany,Central,EU
Kaluga-Kaluga-Russia,Kaluga,Kaluga,Russia,EMEA,EMEA
Springfield-Missouri-United States,Springfield,Missouri,United States,Central,US
Epworth-Harare-Zimbabwe,Epworth,Harare,Zimbabwe,Africa,Africa
Springfield-Virginia-United States,Springfield,Virginia,United States,South,US
Villahermosa-Tabasco-Mexico,Villahermosa,Tabasco,Mexico,North,LATAM
San Salvador-San Salvador-El Salvador,San Salvador,San Salvador,El Salvador,Central,LATAM
Kocaeli-Kocaeli-Turkey,Kocaeli,Kocaeli,Turkey,EMEA,EMEA
Vincennes-Ile-de-France-France,Vincennes,Ile-de-France,France,Central,EU
Bryan-Texas-United States,Bryan,Texas,United States,Central,US
Montfermeil-Ile-de-France-France,Montfermeil,Ile-de-France,France,Central,EU
Bron-Rhône-Alpes-France,Bron,Rhône-Alpes,France,Central,EU
Aix-en-Provence-Provence-Alpes-Côte d'Azur-France,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,Central,EU
Luanda-Luanda-Angola,Luanda,Luanda,Angola,Africa,Africa
Indaial-Santa Catarina-Brazil,Indaial,Santa Catarina,Brazil,South,LATAM
Giurgiu-Giurgiu-Romania,Giurgiu,Giurgiu,Romania,EMEA,EMEA
Masterton-Wellington-New Zealand,Masterton,Wellington,New Zealand,Oceania,APAC
Inegol-Bursa-Turkey,Inegol,Bursa,Turkey,EMEA,EMEA
Pembroke Pines-Florida-United States,Pembroke Pines,Florida,United States,South,US
Middlesbrough-England-United Kingdom,Middlesbrough,England,United Kingdom,North,EU
Eunápolis-Bahia-Brazil,Eunápolis,Bahia,Brazil,South,LATAM
Fontenay-sous-Bois-Ile-de-France-France,Fontenay-sous-Bois,Ile-de-France,France,Central,EU
Kawagoe-Saitama-Japan,Kawagoe,Saitama,Japan,North Asia,APAC
Pickering-Ontario-Canada,Pickering,Ontario,Canada,Canada,Canada
Jalalabad-Nangarhar-Afghanistan,Jalalabad,Nangarhar,Afghanistan,Central Asia,APAC
Facatativá-Cundinamarca-Colombia,Facatativá,Cundinamarca,Colombia,South,LATAM
Villeurbanne-Rhône-Alpes-France,Villeurbanne,Rhône-Alpes,France,Central,EU
Ipoh-Perak-Malaysia,Ipoh,Perak,Malaysia,Southeast Asia,APAC
Bastia-Corsica-France,Bastia,Corsica,France,Central,EU
Guaratinguetá-São Paulo-Brazil,Guaratinguetá,São Paulo,Brazil,South,LATAM
Exeter-England-United Kingdom,Exeter,England,United Kingdom,North,EU
Santa Clara-California-United States,Santa Clara,California,United States,West,US
Halifax-England-United Kingdom,Halifax,England,United Kingdom,North,EU
Colombo-Western-Sri Lanka,Colombo,Western,Sri Lanka,Central Asia,APAC
Ibadan-Oyo-Nigeria,Ibadan,Oyo,Nigeria,Africa,Africa
Andover-Massachusetts-United States,Andover,Massachusetts,United States,East,US
Calama-Antofagasta-Chile,Calama,Antofagasta,Chile,South,LATAM
Champaign-Illinois-United States,Champaign,Illinois,United States,Central,US
Roseville-Michigan-United States,Roseville,Michigan,United States,Central,US
José Bonifácio-São Paulo-Brazil,José Bonifácio,São Paulo,Brazil,South,LATAM
Margate-England-United Kingdom,Margate,England,United Kingdom,North,EU
Kinshasa-Kinshasa-Democratic Republic of the Congo,Kinshasa,Kinshasa,Democratic Republic of the Congo,Africa,Africa
Bacolod City-Western Visayas-Philippines,Bacolod City,Western Visayas,Philippines,Southeast Asia,APAC
Las Tunas-Las Tunas-Cuba,Las Tunas,Las Tunas,Cuba,Caribbean,LATAM
Pomona-California-United States,Pomona,California,United States,West,US
Passaic-New Jersey-United States,Passaic,New Jersey,United States,East,US
Bedford-Texas-United States,Bedford,Texas,United States,Central,US
Porto-Porto-Portugal,Porto,Porto,Portugal,South,EU
Jieshou-Anhui-China,Jieshou,Anhui,China,North Asia,APAC
Teramo-Abruzzi-Italy,Teramo,Abruzzi,Italy,South,EU
Zurich-Zürich-Switzerland,Zurich,Zürich,Switzerland,Central,EU
Al Minya-Al Minya-Egypt,Al Minya,Al Minya,Egypt,Africa,Africa
Eagan-Minnesota-United States,Eagan,Minnesota,United States,Central,US
Cabo Frio-Rio de Janeiro-Brazil,Cabo Frio,Rio de Janeiro,Brazil,South,LATAM
Gladbeck-North Rhine-Westphalia-Germany,Gladbeck,North Rhine-Westphalia,Germany,Central,EU
Villa Frontera-Coahuila-Mexico,Villa Frontera,Coahuila,Mexico,North,LATAM
Zunyi-Guizhou-China,Zunyi,Guizhou,China,North Asia,APAC
Leoben-Styria-Austria,Leoben,Styria,Austria,EMEA,EMEA
Drammen-Buskerud-Norway,Drammen,Buskerud,Norway,North,EU
Shashi-Hubei-China,Shashi,Hubei,China,North Asia,APAC
Huntington Beach-California-United States,Huntington Beach,California,United States,West,US
Sakai-Osaka-Japan,Sakai,Osaka,Japan,North Asia,APAC
Woodbury-Minnesota-United States,Woodbury,Minnesota,United States,Central,US
Nguigmi-Diffa-Niger,Nguigmi,Diffa,Niger,Africa,Africa
Chester-Pennsylvania-United States,Chester,Pennsylvania,United States,East,US
Aulnay-sous-Bois-Ile-de-France-France,Aulnay-sous-Bois,Ile-de-France,France,Central,EU
Plzen-Plzen-Czech Republic,Plzen,Plzen,Czech Republic,EMEA,EMEA
Castelnau-le-Lez-Languedoc-Roussillon-France,Castelnau-le-Lez,Languedoc-Roussillon,France,Central,EU
El Progreso-Yoro-Honduras,El Progreso,Yoro,Honduras,Central,LATAM
Juazeiro-Bahia-Brazil,Juazeiro,Bahia,Brazil,South,LATAM
Blumenau-Santa Catarina-Brazil,Blumenau,Santa Catarina,Brazil,South,LATAM
Zihuatanejo-Guerrero-Mexico,Zihuatanejo,Guerrero,Mexico,North,LATAM
Conselheiro Lafaiete-Minas Gerais-Brazil,Conselheiro Lafaiete,Minas Gerais,Brazil,South,LATAM
Potosí-Potosí-Bolivia,Potosí,Potosí,Bolivia,South,LATAM
Durres-Durrës-Albania,Durres,Durrës,Albania,EMEA,EMEA
Alice Springs-Northern Territory-Australia,Alice Springs,Northern Territory,Australia,Oceania,APAC
Turkmenabat-Lebap-Turkmenistan,Turkmenabat,Lebap,Turkmenistan,EMEA,EMEA
Tournai-Hainaut-Belgium,Tournai,Hainaut,Belgium,Central,EU
Foggia-Apulia-Italy,Foggia,Apulia,Italy,South,EU
Canakkale-Canakkale-Turkey,Canakkale,Canakkale,Turkey,EMEA,EMEA
Mutare-Manicaland-Zimbabwe,Mutare,Manicaland,Zimbabwe,Africa,Africa
Chimbote-Ancash-Peru,Chimbote,Ancash,Peru,South,LATAM
Kuching-Sarawak-Malaysia,Kuching,Sarawak,Malaysia,Southeast Asia,APAC
Ain Oussera-Djelfa-Algeria,Ain Oussera,Djelfa,Algeria,Africa,Africa
Bouake-Vallee Du Bandama-Cote d'Ivoire,Bouake,Vallee Du Bandama,Cote d'Ivoire,Africa,Africa
Da Nang-Dà Nang-Vietnam,Da Nang,Dà Nang,Vietnam,Southeast Asia,APAC
Libreville-Estuaire-Gabon,Libreville,Estuaire,Gabon,Africa,Africa
Vesoul-Franche-Comté-France,Vesoul,Franche-Comté,France,Central,EU
Ube-Yamaguchi-Japan,Ube,Yamaguchi,Japan,North Asia,APAC
Cabo de Santo Agostinho-Pernambuco-Brazil,Cabo de Santo Agostinho,Pernambuco,Brazil,South,LATAM
Uruguaiana-Rio Grande do Sul-Brazil,Uruguaiana,Rio Grande do Sul,Brazil,South,LATAM
Araçatuba-São Paulo-Brazil,Araçatuba,São Paulo,Brazil,South,LATAM
Piura-Piura-Peru,Piura,Piura,Peru,South,LATAM
Ciego de Ávila-Ciego de Ávila-Cuba,Ciego de Ávila,Ciego de Ávila,Cuba,Caribbean,LATAM
Londrina-Parana-Brazil,Londrina,Parana,Brazil,South,LATAM
Suihua-Heilongjiang-China,Suihua,Heilongjiang,China,North Asia,APAC
Loughborough-England-United Kingdom,Loughborough,England,United Kingdom,North,EU
Tamale-Northern-Ghana,Tamale,Northern,Ghana,Africa,Africa
Osmaniye-Osmaniye-Turkey,Osmaniye,Osmaniye,Turkey,EMEA,EMEA
Greensboro-North Carolina-United States,Greensboro,North Carolina,United States,South,US
Taldyqorghan-Almaty-Kazakhstan,Taldyqorghan,Almaty,Kazakhstan,EMEA,EMEA
Sosnowiec-Silesia-Poland,Sosnowiec,Silesia,Poland,EMEA,EMEA
Hereford-England-United Kingdom,Hereford,England,United Kingdom,North,EU
Ueda-Nagano-Japan,Ueda,Nagano,Japan,North Asia,APAC
Xintai-Shandong-China,Xintai,Shandong,China,North Asia,APAC
Cinisello Balsamo-Lombardy-Italy,Cinisello Balsamo,Lombardy,Italy,South,EU
Harlingen-Texas-United States,Harlingen,Texas,United States,Central,US
Paço do Lumiar-Maranhão-Brazil,Paço do Lumiar,Maranhão,Brazil,South,LATAM
Valencia-Carabobo-Venezuela,Valencia,Carabobo,Venezuela,South,LATAM
Jequié-Bahia-Brazil,Jequié,Bahia,Brazil,South,LATAM
Kirsehir-Kirsehir-Turkey,Kirsehir,Kirsehir,Turkey,EMEA,EMEA
Calais-Nord-Pas-de-Calais-France,Calais,Nord-Pas-de-Calais,France,Central,EU
Babol-Mazandaran-Iran,Babol,Mazandaran,Iran,EMEA,EMEA
Capannori-Tuscany-Italy,Capannori,Tuscany,Italy,South,EU
Tuzla-Federation of Bosnia and Herzegovina-Bosnia and Herzegovina,Tuzla,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,EMEA,EMEA
Tallahassee-Florida-United States,Tallahassee,Florida,United States,South,US
Muzaffarpur-Bihar-India,Muzaffarpur,Bihar,India,Central Asia,APAC
Yaritagua-Yaracuy-Venezuela,Yaritagua,Yaracuy,Venezuela,South,LATAM
Bhavnagar-Gujarat-India,Bhavnagar,Gujarat,India,Central Asia,APAC
San Juan-San Juan-Argentina,San Juan,San Juan,Argentina,South,LATAM
Oradea-Bihor-Romania,Oradea,Bihor,Romania,EMEA,EMEA
Yanji-Jilin-China,Yanji,Jilin,China,North Asia,APAC
Edinburg-Texas-United States,Edinburg,Texas,United States,Central,US
Huancayo-Junín-Peru,Huancayo,Junín,Peru,South,LATAM
Paderborn-North Rhine-Westphalia-Germany,Paderborn,North Rhine-Westphalia,Germany,Central,EU
Les Clayes-sous-Bois-Ile-de-France-France,Les Clayes-sous-Bois,Ile-de-France,France,Central,EU
Kettering-England-United Kingdom,Kettering,England,United Kingdom,North,EU
Saint-Ouen-Ile-de-France-France,Saint-Ouen,Ile-de-France,France,Central,EU
Marbella-Andalusía-Spain,Marbella,Andalusía,Spain,South,EU
Red Deer-Alberta-Canada,Red Deer,Alberta,Canada,Canada,Canada
Warrnambool-Victoria-Australia,Warrnambool,Victoria,Australia,Oceania,APAC
Crewe-England-United Kingdom,Crewe,England,United Kingdom,North,EU
Fengcheng-Liaoning-China,Fengcheng,Liaoning,China,North Asia,APAC
Goldsboro-North Carolina-United States,Goldsboro,North Carolina,United States,South,US
Tatuí-São Paulo-Brazil,Tatuí,São Paulo,Brazil,South,LATAM
Malanje-Malanje-Angola,Malanje,Malanje,Angola,Africa,Africa
Maple Grove-Minnesota-United States,Maple Grove,Minnesota,United States,Central,US
Cholula-Puebla-Mexico,Cholula,Puebla,Mexico,North,LATAM
Rochester Hills-Michigan-United States,Rochester Hills,Michigan,United States,Central,US
Registro-São Paulo-Brazil,Registro,São Paulo,Brazil,South,LATAM
Villingen-Schwenningen-Baden-Württemberg-Germany,Villingen-Schwenningen,Baden-Württemberg,Germany,Central,EU
Foumban-Ouest-Cameroon,Foumban,Ouest,Cameroon,Africa,Africa
Lambaré-Central-Paraguay,Lambaré,Central,Paraguay,South,LATAM
Chinandega-Chinandega-Nicaragua,Chinandega,Chinandega,Nicaragua,Central,LATAM
Gagnoa-Fromager-Cote d'Ivoire,Gagnoa,Fromager,Cote d'Ivoire,Africa,Africa
São José dos Campos-São Paulo-Brazil,São José dos Campos,São Paulo,Brazil,South,LATAM
Brindisi-Apulia-Italy,Brindisi,Apulia,Italy,South,EU
Rize-Rize-Turkey,Rize,Rize,Turkey,EMEA,EMEA
Kitchener-Ontario-Canada,Kitchener,Ontario,Canada,Canada,Canada
Lisieux-Lower Normandy-France,Lisieux,Lower Normandy,France,Central,EU
Sant Boi de Llobregat-Catalonia-Spain,Sant Boi de Llobregat,Catalonia,Spain,South,EU
Coral Springs-Florida-United States,Coral Springs,Florida,United States,South,US
Açu-Rio Grande do Norte-Brazil,Açu,Rio Grande do Norte,Brazil,South,LATAM
Elazig-Elazig-Turkey,Elazig,Elazig,Turkey,EMEA,EMEA
Suwon-Gyeonggi-South Korea,Suwon,Gyeonggi,South Korea,North Asia,APAC
Madurai-Tamil Nadu-India,Madurai,Tamil Nadu,India,Central Asia,APAC
Chingola-Copperbelt-Zambia,Chingola,Copperbelt,Zambia,Africa,Africa
Bekasi-Jawa Barat-Indonesia,Bekasi,Jawa Barat,Indonesia,Southeast Asia,APAC
Karaman-Karaman-Turkey,Karaman,Karaman,Turkey,EMEA,EMEA
Campo Limpo Paulista-São Paulo-Brazil,Campo Limpo Paulista,São Paulo,Brazil,South,LATAM
Broken Arrow-Oklahoma-United States,Broken Arrow,Oklahoma,United States,Central,US
Strasbourg-Alsace-France,Strasbourg,Alsace,France,Central,EU
Kalyan-Maharashtra-India,Kalyan,Maharashtra,India,Central Asia,APAC
Swansea-Wales-United Kingdom,Swansea,Wales,United Kingdom,North,EU
Mbeya-Mbeya-Tanzania,Mbeya,Mbeya,Tanzania,Africa,Africa
Kafr ad Dawwar-Al Buhayrah-Egypt,Kafr ad Dawwar,Al Buhayrah,Egypt,Africa,Africa
Rovigo-Veneto-Italy,Rovigo,Veneto,Italy,South,EU
Cottbus-Brandenburg-Germany,Cottbus,Brandenburg,Germany,Central,EU
Bury-England-United Kingdom,Bury,England,United Kingdom,North,EU
Tulsa-Oklahoma-United States,Tulsa,Oklahoma,United States,Central,US
Gorakhpur-Uttar Pradesh-India,Gorakhpur,Uttar Pradesh,India,Central Asia,APAC
Hardenberg-Overijssel-Netherlands,Hardenberg,Overijssel,Netherlands,Central,EU
Birmingham-England-United Kingdom,Birmingham,England,United Kingdom,North,EU
Sioux Falls-South Dakota-United States,Sioux Falls,South Dakota,United States,Central,US
Acuña-Coahuila-Mexico,Acuña,Coahuila,Mexico,North,LATAM
Cuxhaven-Lower Saxony-Germany,Cuxhaven,Lower Saxony,Germany,Central,EU
Yokkaichi-Mie-Japan,Yokkaichi,Mie,Japan,North Asia,APAC
Portland-Oregon-United States,Portland,Oregon,United States,West,US
Pasadena-Texas-United States,Pasadena,Texas,United States,Central,US
Fairfield-Connecticut-United States,Fairfield,Connecticut,United States,East,US
Saint-Louis-Alsace-France,Saint-Louis,Alsace,France,Central,EU
Bradford-England-United Kingdom,Bradford,England,United Kingdom,North,EU
Fianarantsoa-Haute-Matsiatra-Madagascar,Fianarantsoa,Haute-Matsiatra,Madagascar,Africa,Africa
Toyohashi-Aichi-Japan,Toyohashi,Aichi,Japan,North Asia,APAC
Courbevoie-Ile-de-France-France,Courbevoie,Ile-de-France,France,Central,EU
Montreuil-Ile-de-France-France,Montreuil,Ile-de-France,France,Central,EU
Tamworth-England-United Kingdom,Tamworth,England,United Kingdom,North,EU
Wakefield-England-United Kingdom,Wakefield,England,United Kingdom,North,EU
Dabrowa Gornicza-Silesia-Poland,Dabrowa Gornicza,Silesia,Poland,EMEA,EMEA
Amatitlán-Guatemala-Guatemala,Amatitlán,Guatemala,Guatemala,Central,LATAM
Mackay-Queensland-Australia,Mackay,Queensland,Australia,Oceania,APAC
Xuzhou-Jiangsu-China,Xuzhou,Jiangsu,China,North Asia,APAC
Montevideo-Montevideo-Uruguay,Montevideo,Montevideo,Uruguay,South,LATAM
Willich-North Rhine-Westphalia-Germany,Willich,North Rhine-Westphalia,Germany,Central,EU
Bingol-Bingol-Turkey,Bingol,Bingol,Turkey,EMEA,EMEA
Floriano-Piauí-Brazil,Floriano,Piauí,Brazil,South,LATAM
Haguenau-Alsace-France,Haguenau,Alsace,France,Central,EU
Gresham-Oregon-United States,Gresham,Oregon,United States,West,US
Rancagua-O'Higgins-Chile,Rancagua,O'Higgins,Chile,South,LATAM
Cuiabá-Mato Grosso-Brazil,Cuiabá,Mato Grosso,Brazil,South,LATAM
Aydin-Aydin-Turkey,Aydin,Aydin,Turkey,EMEA,EMEA
Santa Fe-Santa Fe-Argentina,Santa Fe,Santa Fe,Argentina,South,LATAM
Meudon-Ile-de-France-France,Meudon,Ile-de-France,France,Central,EU
Cúa-Miranda-Venezuela,Cúa,Miranda,Venezuela,South,LATAM
Deventer-Overijssel-Netherlands,Deventer,Overijssel,Netherlands,Central,EU
Taranto-Apulia-Italy,Taranto,Apulia,Italy,South,EU
Vinnytsya-Vinnytsya-Ukraine,Vinnytsya,Vinnytsya,Ukraine,EMEA,EMEA
Harare-Harare-Zimbabwe,Harare,Harare,Zimbabwe,Africa,Africa
Ivry-sur-Seine-Ile-de-France-France,Ivry-sur-Seine,Ile-de-France,France,Central,EU
Holguín-Holguín-Cuba,Holguín,Holguín,Cuba,Caribbean,LATAM
Rosario-Santa Fe-Argentina,Rosario,Santa Fe,Argentina,South,LATAM
Lyon-Rhône-Alpes-France,Lyon,Rhône-Alpes,France,Central,EU
Villach-Carinthia-Austria,Villach,Carinthia,Austria,Central,EU
Hirakata-Osaka-Japan,Hirakata,Osaka,Japan,North Asia,APAC
Littlehampton-England-United Kingdom,Littlehampton,England,United Kingdom,North,EU
Jundiaí-São Paulo-Brazil,Jundiaí,São Paulo,Brazil,South,LATAM
Mathura-Uttar Pradesh-India,Mathura,Uttar Pradesh,India,Central Asia,APAC
Roubaix-Nord-Pas-de-Calais-France,Roubaix,Nord-Pas-de-Calais,France,Central,EU
Poole-England-United Kingdom,Poole,England,United Kingdom,North,EU
Chalus-Mazandaran-Iran,Chalus,Mazandaran,Iran,EMEA,EMEA
Paraná-Entre Ríos-Argentina,Paraná,Entre Ríos,Argentina,South,LATAM
Sanford-Florida-United States,Sanford,Florida,United States,South,US
Gulfport-Mississippi-United States,Gulfport,Mississippi,United States,South,US
Antibes-Provence-Alpes-Côte d'Azur-France,Antibes,Provence-Alpes-Côte d'Azur,France,Central,EU
Shagamu-Ogun-Nigeria,Shagamu,Ogun,Nigeria,Africa,Africa
Orsha-Vitsyebsk-Belarus,Orsha,Vitsyebsk,Belarus,EMEA,EMEA
Getxo-Basque Country-Spain,Getxo,Basque Country,Spain,South,EU
Vallejo-California-United States,Vallejo,California,United States,West,US
Capua-Campania-Italy,Capua,Campania,Italy,South,EU
Oosterhout-North Brabant-Netherlands,Oosterhout,North Brabant,Netherlands,Central,EU
Baguio City-Cordillera-Philippines,Baguio City,Cordillera,Philippines,Southeast Asia,APAC
Duisburg-North Rhine-Westphalia-Germany,Duisburg,North Rhine-Westphalia,Germany,Central,EU
Manacapuru-Amazonas-Brazil,Manacapuru,Amazonas,Brazil,South,LATAM
Inglewood-California-United States,Inglewood,California,United States,West,US
Sandakan-Sabah-Malaysia,Sandakan,Sabah,Malaysia,Southeast Asia,APAC
Foligno-Umbria-Italy,Foligno,Umbria,Italy,South,EU
Cape Town-Western Cape-South Africa,Cape Town,Western Cape,South Africa,Africa,Africa
Acerra-Campania-Italy,Acerra,Campania,Italy,South,EU
Rochefort-Poitou-Charentes-France,Rochefort,Poitou-Charentes,France,Central,EU
Concepción del Uruguay-Entre Ríos-Argentina,Concepción del Uruguay,Entre Ríos,Argentina,South,LATAM
Beni Mellal-Tadla-Azilal-Morocco,Beni Mellal,Tadla-Azilal,Morocco,Africa,Africa
Everett-Washington-United States,Everett,Washington,United States,West,US
Itapecerica da Serra-São Paulo-Brazil,Itapecerica da Serra,São Paulo,Brazil,South,LATAM
Toowoomba-Queensland-Australia,Toowoomba,Queensland,Australia,Oceania,APAC
Lannion-Brittany-France,Lannion,Brittany,France,Central,EU
Royal Oak-Michigan-United States,Royal Oak,Michigan,United States,Central,US
Lanxi-Zhejiang-China,Lanxi,Zhejiang,China,North Asia,APAC
Hagen-North Rhine-Westphalia-Germany,Hagen,North Rhine-Westphalia,Germany,Central,EU
Matadi-Bas-Congo-Democratic Republic of the Congo,Matadi,Bas-Congo,Democratic Republic of the Congo,Africa,Africa
Sarcelles-Ile-de-France-France,Sarcelles,Ile-de-France,France,Central,EU
Bryansk-Bryansk-Russia,Bryansk,Bryansk,Russia,EMEA,EMEA
Saint Charles-Missouri-United States,Saint Charles,Missouri,United States,Central,US
Springfield-Ohio-United States,Springfield,Ohio,United States,East,US
Halle-North Rhine-Westphalia-Germany,Halle,North Rhine-Westphalia,Germany,Central,EU
Maracaibo-Zulia-Venezuela,Maracaibo,Zulia,Venezuela,South,LATAM
Medford-Oregon-United States,Medford,Oregon,United States,West,US
Cuajimalpa-Distrito Federal-Mexico,Cuajimalpa,Distrito Federal,Mexico,North,LATAM
Francisco Morato-São Paulo-Brazil,Francisco Morato,São Paulo,Brazil,South,LATAM
Puyang-Henan-China,Puyang,Henan,China,North Asia,APAC
Resita-Caras-Severin-Romania,Resita,Caras-Severin,Romania,EMEA,EMEA
Makeni-Northern-Sierra Leone,Makeni,Northern,Sierra Leone,Africa,Africa
Giyani-Limpopo-South Africa,Giyani,Limpopo,South Africa,Africa,Africa
Tallaght-South Dublin-Ireland,Tallaght,South Dublin,Ireland,North,EU
Chinautla-Guatemala-Guatemala,Chinautla,Guatemala,Guatemala,Central,LATAM
Wadi as Sir-'Amman-Jordan,Wadi as Sir,'Amman,Jordan,EMEA,EMEA
Piacenza-Emilia-Romagna-Italy,Piacenza,Emilia-Romagna,Italy,South,EU
Atlanta-Georgia-United States,Atlanta,Georgia,United States,South,US
Porto-Novo-Ouémé-Benin,Porto-Novo,Ouémé,Benin,Africa,Africa
Sunderland-England-United Kingdom,Sunderland,England,United Kingdom,North,EU
Battipaglia-Campania-Italy,Battipaglia,Campania,Italy,South,EU
Kawaguchi-Chiba-Japan,Kawaguchi,Chiba,Japan,North Asia,APAC
Harrow-England-United Kingdom,Harrow,England,United Kingdom,North,EU
Ilesha-Osun-Nigeria,Ilesha,Osun,Nigeria,Africa,Africa
Acámbaro-Guanajuato-Mexico,Acámbaro,Guanajuato,Mexico,North,LATAM
Maringá-Parana-Brazil,Maringá,Parana,Brazil,South,LATAM
Bengkulu-Bengkulu-Indonesia,Bengkulu,Bengkulu,Indonesia,Southeast Asia,APAC
Nizamabad-Telangana-India,Nizamabad,Telangana,India,Central Asia,APAC
Salon-de-Provence-Provence-Alpes-Côte d'Azur-France,Salon-de-Provence,Provence-Alpes-Côte d'Azur,France,Central,EU
Ibirité-Minas Gerais-Brazil,Ibirité,Minas Gerais,Brazil,South,LATAM
Silivri-Istanbul-Turkey,Silivri,Istanbul,Turkey,EMEA,EMEA
Clichy-sous-Bois-Ile-de-France-France,Clichy-sous-Bois,Ile-de-France,France,Central,EU
Bar-le-Duc-Lorraine-France,Bar-le-Duc,Lorraine,France,Central,EU
Anyang-Gyeonggi-South Korea,Anyang,Gyeonggi,South Korea,North Asia,APAC
Guelph-Ontario-Canada,Guelph,Ontario,Canada,Canada,Canada
Mossoró-Rio Grande do Norte-Brazil,Mossoró,Rio Grande do Norte,Brazil,South,LATAM
Girga-Suhaj-Egypt,Girga,Suhaj,Egypt,Africa,Africa
Alessandria-Piedmont-Italy,Alessandria,Piedmont,Italy,South,EU
Lagos de Moreno-Jalisco-Mexico,Lagos de Moreno,Jalisco,Mexico,North,LATAM
Chaoyang-Jilin-China,Chaoyang,Jilin,China,North Asia,APAC
Elmhurst-Illinois-United States,Elmhurst,Illinois,United States,Central,US
Quanzhou-Fujian-China,Quanzhou,Fujian,China,North Asia,APAC
Vancouver-Washington-United States,Vancouver,Washington,United States,West,US
Amersfoort-Utrecht-Netherlands,Amersfoort,Utrecht,Netherlands,Central,EU
Ludwigsfelde-Brandenburg-Germany,Ludwigsfelde,Brandenburg,Germany,Central,EU
St. John's-Newfoundland-Canada,St. John's,Newfoundland,Canada,Canada,Canada
Santiago del Estero-Santiago del Estero-Argentina,Santiago del Estero,Santiago del Estero,Argentina,South,LATAM
Siauliai-Šiauliai-Lithuania,Siauliai,Šiauliai,Lithuania,EMEA,EMEA
Draguignan-Provence-Alpes-Côte d'Azur-France,Draguignan,Provence-Alpes-Côte d'Azur,France,Central,EU
Minden-North Rhine-Westphalia-Germany,Minden,North Rhine-Westphalia,Germany,Central,EU
Torremolinos-Andalusía-Spain,Torremolinos,Andalusía,Spain,South,EU
Ujjain-Madhya Pradesh-India,Ujjain,Madhya Pradesh,India,Central Asia,APAC
Cankaya-Ankara-Turkey,Cankaya,Ankara,Turkey,EMEA,EMEA
Annaba-Annaba-Algeria,Annaba,Annaba,Algeria,Africa,Africa
Chincha Alta-Ica-Peru,Chincha Alta,Ica,Peru,South,LATAM
Vilhena-Rondônia-Brazil,Vilhena,Rondônia,Brazil,South,LATAM
Chenzhou-Hunan-China,Chenzhou,Hunan,China,North Asia,APAC
Bajos de Haina-San Cristóbal-Dominican Republic,Bajos de Haina,San Cristóbal,Dominican Republic,Caribbean,LATAM
Lorain-Ohio-United States,Lorain,Ohio,United States,East,US
Brownsville-Texas-United States,Brownsville,Texas,United States,Central,US
Chevilly-Larue-Ile-de-France-France,Chevilly-Larue,Ile-de-France,France,Central,EU
Dunedin-Otago-New Zealand,Dunedin,Otago,New Zealand,Oceania,APAC
Djibouti-Djibouti-Djibouti,Djibouti,Djibouti,Djibouti,Africa,Africa
San Fernando del Valle de Catamarca-Catamarca-Argentina,San Fernando del Valle de Catamarca,Catamarca,Argentina,South,LATAM
Salta-Salta-Argentina,Salta,Salta,Argentina,South,LATAM
Río Bravo-Tamaulipas-Mexico,Río Bravo,Tamaulipas,Mexico,North,LATAM
Wad Madani-Gezira-Sudan,Wad Madani,Gezira,Sudan,Africa,Africa
Dublin-Ohio-United States,Dublin,Ohio,United States,East,US
Luanshya-Copperbelt-Zambia,Luanshya,Copperbelt,Zambia,Africa,Africa
Albacete-Castile-La Mancha-Spain,Albacete,Castile-La Mancha,Spain,South,EU
Oakville-Ontario-Canada,Oakville,Ontario,Canada,Canada,Canada
Jambi-Jambi-Indonesia,Jambi,Jambi,Indonesia,Southeast Asia,APAC
