"product_id","category","sub_category","product_name"
FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories
OFF-AR-10003228,Office Supplies,Art,"Stanley Sketch Pad, Blue"
TEC-AC-10004341,Technology,Accessories,"Belkin Mouse, USB"
TEC-SAN-10004181,Technology,Accessories,"SanDisk Keyboard, USB"
TEC-CO-10002316,Technology,Copiers,"Brother Personal Copier, Laser"
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
OFF-BI-10003709,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable"
TEC-CO-10000178,Technology,Copiers,"Hewlett Ink, Laser"
OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
OFF-FA-10000146,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes"
FUR-BO-10002926,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile"
TEC-AC-10002533,Technology,Accessories,"Enermax Memory Card, USB"
TEC-AC-10003668,Technology,Accessories,"Belkin Memory Card, Bluetooth"
FUR-SAU-10004137,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional"
OFF-SU-10002543,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip"
OFF-AVE-10004251,Office Supplies,Binders,"Avery Binding Machine, Economy"
OFF-SU-10000695,Office Supplies,Supplies,"Kleencut Trimmer, Serrated"
OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener
OFF-AR-10002236,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color"
OFF-AR-10003477,Office Supplies,Art,"4009 Highlighters"
OFF-SU-10003879,Office Supplies,Supplies,"Kleencut Shears, High Speed"
TEC-PH-10004714,Technology,Phones,"Motorola Office Telephone, VoIP"
FUR-CH-10004387,Furniture,Chairs,"Office Star Bag Chairs, Red"
TEC-AC-10003725,Technology,Accessories,"Memorex Flash Drive, Erganomic"
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
FUR-FU-10003112,Furniture,Furnishings,"Tenex Frame, Durable"
FUR-DEF-10000810,Furniture,Furnishings,"Deflect-O Stacking Tray, Black"
OFF-SU-10002306,Office Supplies,Supplies,"Elite Scissors, Steel"
OFF-LA-10001075,Office Supplies,Labels,"Hon Removable Labels, Laser Printer Compatible"
OFF-BIN-10000327,Office Supplies,Art,"Binney & Smith Markers, Water Color"
TEC-MA-10002874,Technology,Machines,"Epson Receipt Printer, Wireless"
FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
OFF-STO-10001239,Office Supplies,Fasteners,"Stockwell Clamps, Metal"
TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer
OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands
OFF-BI-10004712,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear"
FUR-TA-10002172,Furniture,Tables,"Hon Conference Table, Rectangular"
FUR-FU-10004339,Furniture,Furnishings,"Deflect-O Frame, Black"
OFF-ENE-10000012,Office Supplies,Paper,"Enermax Computer Printout Paper, Recycled"
OFF-ACC-10000687,Office Supplies,Fasteners,"Accos Clamps, 12 Pack"
FUR-FU-10004031,Furniture,Furnishings,"Advantus Frame, Durable"
OFF-FA-10002815,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack"
OFF-FEL-10004117,Office Supplies,Storage,"Fellowes Trays, Blue"
OFF-LA-10001677,Office Supplies,Labels,"Avery Color Coded Labels, Adjustable"
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
TEC-SHA-10004658,Technology,Copiers,"Sharp Ink, Laser"
TEC-PH-10001900,Technology,Phones,"Motorola Signal Booster, VoIP"
OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer
FUR-BO-10004558,Furniture,Bookcases,"Sauder Library with Doors, Pine"
FUR-FU-10000060,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack"
OFF-PA-10003301,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled"
TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System
TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
TEC-MA-10003478,Technology,Machines,"StarTech Receipt Printer, Durable"
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
TEC-CO-10000372,Technology,Copiers,"Brother Ink, High-Speed"
TEC-CAN-10004291,Technology,Copiers,"Canon Wireless Fax, Digital"
OFF-LA-10004714,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible"
TEC-NOK-10003562,Technology,Phones,"Nokia Audio Dock, Full Size"
OFF-ST-10001941,Office Supplies,Storage,"Rogers Lockers, Wire Frame"
OFF-SU-10002027,Office Supplies,Supplies,"Stiletto Letter Opener, High Speed"
OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands
TEC-AC-10004557,Technology,Accessories,"Logitech Mouse, USB"
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers
TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier
TEC-AC-10003955,Technology,Accessories,"Memorex Router, Erganomic"
OFF-SU-10004306,Office Supplies,Supplies,"Kleencut Trimmer, Steel"
OFF-LA-10004737,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set"
OFF-LA-10000784,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set"
OFF-ST-10004331,Office Supplies,Storage,"Eldon Folders, Single Width"
OFF-BI-10003265,Office Supplies,Binders,"Wilson Jones Binder, Clear"
OFF-SU-10002715,Office Supplies,Supplies,"Elite Trimmer, High Speed"
TEC-BEL-10002324,Technology,Accessories,"Belkin Keyboard, Bluetooth"
TEC-AC-10000501,Technology,Accessories,"Enermax Router, Programmable"
TEC-AC-10003343,Technology,Accessories,"Logitech Flash Drive, Erganomic"
TEC-SAM-10001131,Technology,Phones,"Samsung Smart Phone, VoIP"
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper
TEC-AC-10001312,Technology,Accessories,"Logitech Numeric Keypad, Erganomic"
FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
FUR-HAR-10002288,Furniture,Chairs,"Harbour Creations Rocking Chair, Red"
FUR-CH-10002743,Furniture,Chairs,"Novimex Chairmat, Adjustable"
OFF-FA-10000856,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack"
FUR-BO-10000712,Furniture,Bookcases,"Bush Corner Shelving, Pine"
TEC-MA-10000161,Technology,Machines,"Okidata Inkjet, Wireless"
OFF-STI-10001171,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip"
FUR-CH-10003114,Furniture,Chairs,"Harbour Creations Swivel Stool, Red"
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
FUR-DEF-10000065,Furniture,Furnishings,"Deflect-O Frame, Durable"
OFF-SU-10001968,Office Supplies,Supplies,"Acme Scissors, Steel"
OFF-AR-10001738,Office Supplies,Art,"Binney & Smith Canvas, Easy-Erase"
OFF-PA-10004438,Office Supplies,Paper,Xerox 1907
OFF-BI-10003324,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled"
OFF-BI-10002975,Office Supplies,Binders,"Wilson Jones Index Tab, Clear"
TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter
OFF-BI-10002083,Office Supplies,Binders,"Acco Hole Reinforcements, Economy"
OFF-ROG-10003898,Office Supplies,Storage,"Rogers Lockers, Single Width"
TEC-PH-10000577,Technology,Phones,"Samsung Headset, Cordless"
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
FUR-FU-10001438,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack"
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers
FUR-TA-10004353,Furniture,Tables,"Chromcraft Wood Table, with Bottom Storage"
FUR-BAR-10004561,Furniture,Tables,"Barricks Wood Table, Fully Assembled"
FUR-CH-10001262,Furniture,Chairs,"Novimex Bag Chairs, Red"
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
TEC-MA-10004933,Technology,Machines,"Konica Phone, Wireless"
FUR-TA-10003786,Furniture,Tables,"Hon Training Table, Fully Assembled"
OFF-EN-10003887,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window"
OFF-SME-10000520,Office Supplies,Storage,"Smead Shelving, Wire Frame"
OFF-BI-10001279,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable"
FUR-TEN-10000407,Furniture,Furnishings,"Tenex Door Stop, Erganomic"
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes"
OFF-LA-10000765,Office Supplies,Labels,"Smead Legal Exhibit Labels, 5000 Label Set"
TEC-PH-10004664,Technology,Phones,"Nokia Smart Phone, with Caller ID"
OFF-LA-10002334,Office Supplies,Labels,"Novimex Removable Labels, Adjustable"
OFF-ENE-10002038,Office Supplies,Paper,"Enermax Message Books, Premium"
OFF-FA-10001621,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack"
FUR-TA-10004972,Furniture,Tables,"Chromcraft Wood Table, Rectangular"
FUR-BO-10001524,Furniture,Bookcases,"Bush Stackable Bookrack, Pine"
TEC-HEW-10001074,Technology,Copiers,"Hewlett Fax Machine, Color"
OFF-PA-10002652,Office Supplies,Paper,"Eaton Note Cards, Premium"
FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops
OFF-BRE-10000448,Office Supplies,Appliances,"Breville Coffee Grinder, Silver"
FUR-DEF-10002814,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic"
OFF-AR-10003592,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent"
TEC-CO-10002323,Technology,Copiers,"Brother Copy Machine, Color"
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929
TEC-PH-10003960,Technology,Phones,"Apple Speaker Phone, with Caller ID"
OFF-ELI-10001507,Office Supplies,Supplies,"Elite Scissors, Steel"
OFF-SU-10003537,Office Supplies,Supplies,"Kleencut Scissors, Steel"
FUR-FU-10000067,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack"
OFF-FA-10002708,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack"
FUR-BO-10003323,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile"
TEC-MA-10004236,Technology,Machines,"StarTech Inkjet, Durable"
TEC-CO-10000887,Technology,Copiers,"Hewlett Copy Machine, High-Speed"
FUR-DEF-10001763,Furniture,Furnishings,"Deflect-O Door Stop, Durable"
OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes
OFF-AR-10000067,Office Supplies,Art,"Boston Pencil Sharpener, Water Color"
OFF-SAN-10002323,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent"
TEC-BEL-10001391,Technology,Accessories,"Belkin Numeric Keypad, USB"
OFF-FA-10000406,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal"
OFF-FA-10002459,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack"
OFF-LA-10003338,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set"
OFF-ST-10003929,Office Supplies,Storage,"Tenex Lockers, Blue"
TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount
OFF-PA-10001178,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11"
OFF-ST-10004368,Office Supplies,Storage,"Tenex Trays, Industrial"
OFF-ROG-10003733,Office Supplies,Storage,"Rogers Folders, Wire Frame"
FUR-FU-10000496,Furniture,Furnishings,"Eldon Clock, Duo Pack"
OFF-AP-10002433,Office Supplies,Appliances,"Cuisinart Microwave, Silver"
FUR-BO-10000797,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine"
FUR-SAU-10003203,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile"
FUR-CH-10001797,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable"
OFF-ST-10001290,Office Supplies,Storage,"Rogers Shelving, Single Width"
OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
OFF-PA-10000026,Office Supplies,Paper,"Eaton Cards & Envelopes, 8.5 x 11"
OFF-PA-10004501,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor"
OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
OFF-EN-10003361,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Security-Tint"
OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
TEC-AC-10001172,Technology,Accessories,"Logitech Numeric Keypad, Erganomic"
OFF-FA-10003450,Office Supplies,Fasteners,"Advantus Paper Clips, Metal"
TEC-CO-10003622,Technology,Copiers,"Sharp Ink, Digital"
OFF-BI-10003018,Office Supplies,Binders,"Avery Binder, Clear"
OFF-AP-10000653,Office Supplies,Appliances,"Hamilton Beach Blender, Black"
FUR-IKE-10003642,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine"
FUR-CH-10000013,Furniture,Chairs,"Hon Steel Folding Chair, Black"
TEC-PH-10002652,Technology,Phones,"Cisco Smart Phone, Cordless"
TEC-MA-10001305,Technology,Machines,"Okidata Card Printer, White"
OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip
OFF-AP-10004571,Office Supplies,Appliances,"Hoover Stove, Silver"
OFF-SU-10000304,Office Supplies,Supplies,"Kleencut Ruler, Serrated"
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator
TEC-AC-10002017,Technology,Accessories,"Belkin Memory Card, Erganomic"
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry"
OFF-AP-10001941,Office Supplies,Appliances,"KitchenAid Blender, White"
TEC-SAN-10000250,Technology,Accessories,"SanDisk Memory Card, USB"
OFF-LA-10003444,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical"
OFF-FA-10003879,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes"
OFF-ROG-10004949,Office Supplies,Storage,"Rogers Shelving, Industrial"
OFF-AP-10000119,Office Supplies,Appliances,"Breville Microwave, White"
OFF-SU-10003632,Office Supplies,Supplies,"Stiletto Ruler, High Speed"
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
OFF-FA-10000700,Office Supplies,Fasteners,"OIC Thumb Tacks, 12 Pack"
OFF-LA-10002770,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable"
FUR-FU-10003552,Furniture,Furnishings,"Tenex Door Stop, Duo Pack"
OFF-STI-10001743,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip"
TEC-BRO-10001852,Technology,Copiers,"Brother Fax and Copier, Digital"
OFF-BI-10000815,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable"
FUR-BO-10004053,Furniture,Bookcases,"Dania Library with Doors, Metal"
OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled"
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
TEC-AC-10001364,Technology,Accessories,"Logitech Numeric Keypad, Programmable"
FUR-HON-10001343,Furniture,Tables,"Hon Coffee Table, Fully Assembled"
TEC-MA-10001403,Technology,Machines,"Panasonic Calculator, White"
FUR-BO-10004508,Furniture,Bookcases,"Ikea Floating Shelf Set, Mobile"
FUR-SAF-10002121,Furniture,Chairs,"SAFCO Rocking Chair, Black"
TEC-MOT-10002260,Technology,Phones,"Motorola Office Telephone, Cordless"
FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase
OFF-EN-10003675,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled"
TEC-SAM-10003948,Technology,Phones,"Samsung Signal Booster, with Caller ID"
OFF-SU-10001087,Office Supplies,Supplies,"Elite Shears, Easy Grip"
OFF-IBI-10002637,Office Supplies,Binders,"Ibico Binding Machine, Durable"
TEC-CO-10002197,Technology,Copiers,"Hewlett Fax and Copier, High-Speed"
FUR-BO-10004113,Furniture,Bookcases,"Sauder Classic Bookcase, Pine"
OFF-HAM-10000822,Office Supplies,Appliances,"Hamilton Beach Toaster, Black"
OFF-AR-10000347,Office Supplies,Art,"Sanford Pens, Blue"
OFF-PA-10004421,Office Supplies,Paper,"Enermax Memo Slips, Multicolor"
OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
OFF-ST-10004019,Office Supplies,Storage,"Rogers Folders, Single Width"
OFF-ST-10001858,Office Supplies,Storage,"Tenex Shelving, Single Width"
OFF-PA-10002195,Office Supplies,Paper,Xerox 1966
TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black
OFF-ST-10003995,Office Supplies,Storage,"Eldon File Cart, Single Width"
OFF-SU-10003632,Office Supplies,Supplies,"Acme Letter Opener, Easy Grip"
OFF-ADV-10004598,Office Supplies,Fasteners,"Advantus Paper Clips, Metal"
TEC-APP-10002321,Technology,Phones,"Apple Signal Booster, Full Size"
OFF-PA-10001736,Office Supplies,Paper,"SanDisk Note Cards, 8.5 x 11"
OFF-AP-10003618,Office Supplies,Appliances,"Hoover Refrigerator, Silver"
OFF-AR-10002036,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent"
OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders
TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax
FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy"
OFF-SU-10002032,Office Supplies,Supplies,"Fiskars Ruler, Steel"
TEC-PH-10004559,Technology,Phones,"Nokia Speaker Phone, with Caller ID"
FUR-TA-10001100,Furniture,Tables,"Barricks Computer Table, Fully Assembled"
TEC-SAM-10001013,Technology,Phones,"Samsung Audio Dock, Cordless"
OFF-FIS-10004155,Office Supplies,Supplies,"Fiskars Letter Opener, Steel"
TEC-AC-10002357,Technology,Accessories,"SanDisk Numeric Keypad, USB"
TEC-PH-10001917,Technology,Phones,"Apple Signal Booster, Cordless"
OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium"
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
FUR-TA-10003893,Furniture,Tables,"Lesro Wood Table, with Bottom Storage"
OFF-ST-10002240,Office Supplies,Storage,"Fellowes Shelving, Blue"
OFF-EN-10002372,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Security-Tint"
OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II
FUR-BO-10003793,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal"
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone
OFF-ST-10002822,Office Supplies,Storage,"Tenex File Cart, Blue"
OFF-BIN-10000837,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase"
OFF-LA-10001265,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical"
OFF-SU-10001791,Office Supplies,Supplies,"Elite Box Cutter, Serrated"
OFF-AR-10001177,Office Supplies,Art,Newell 349
OFF-AR-10003157,Office Supplies,Art,"Sanford Highlighters, Easy-Erase"
OFF-ST-10000806,Office Supplies,Storage,"Fellowes Shelving, Industrial"
OFF-PA-10001170,Office Supplies,Paper,"Xerox Cards & Envelopes, Multicolor"
FUR-TA-10002958,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled"
OFF-PA-10000098,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11"
OFF-AP-10001408,Office Supplies,Appliances,"KitchenAid Refrigerator, White"
TEC-PH-10002991,Technology,Phones,"Apple Smart Phone, Full Size"
TEC-STA-10001407,Technology,Machines,"StarTech Phone, Wireless"
OFF-KRA-10000113,Office Supplies,Envelopes,"Kraft Peel and Seal, Recycled"
FUR-FU-10000729,Furniture,Furnishings,"Eldon Clock, Durable"
FUR-TA-10003319,Furniture,Tables,"Barricks Coffee Table, with Bottom Storage"
OFF-FA-10004813,Office Supplies,Fasteners,"Advantus Clamps, Metal"
FUR-BO-10001872,Furniture,Bookcases,"Bush Stackable Bookrack, Pine"
OFF-EN-10001946,Office Supplies,Envelopes,"Kraft Mailers, Security-Tint"
FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black"
FUR-TEN-10001349,Furniture,Furnishings,"Tenex Frame, Black"
OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
OFF-HAR-10000501,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible"
OFF-AR-10003056,Office Supplies,Art,Newell 341
OFF-PA-10000867,Office Supplies,Paper,"SanDisk Message Books, Multicolor"
FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs
FUR-FU-10002803,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic"
OFF-AP-10003382,Office Supplies,Appliances,"Breville Stove, White"
OFF-KIT-10001380,Office Supplies,Appliances,"KitchenAid Microwave, Black"
OFF-FA-10004344,Office Supplies,Fasteners,"Advantus Thumb Tacks, Assorted Sizes"
OFF-AP-10004572,Office Supplies,Appliances,"Cuisinart Stove, Red"
OFF-AR-10001043,Office Supplies,Art,"BIC Pens, Blue"
FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames
OFF-AVE-10000110,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible"
TEC-PH-10003177,Technology,Phones,"Samsung Speaker Phone, with Caller ID"
OFF-AR-10002255,Office Supplies,Art,"Boston Sketch Pad, Water Color"
OFF-BI-10000329,Office Supplies,Binders,"Acco Binder, Durable"
TEC-PH-10003002,Technology,Phones,"Cisco Smart Phone, Full Size"
OFF-FIS-10000063,Office Supplies,Supplies,"Fiskars Shears, High Speed"
TEC-MA-10002520,Technology,Machines,"Panasonic Receipt Printer, White"
OFF-FEL-10001405,Office Supplies,Storage,"Fellowes File Cart, Industrial"
TEC-MOT-10000554,Technology,Phones,"Motorola Smart Phone, Full Size"
TEC-MA-10001607,Technology,Machines,"Konica Phone, Durable"
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
OFF-FA-10001761,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal"
OFF-AP-10000844,Office Supplies,Appliances,"Breville Toaster, Black"
OFF-LA-10002895,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible"
OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
OFF-ST-10003414,Office Supplies,Storage,"Smead Box, Wire Frame"
OFF-AP-10001606,Office Supplies,Appliances,"KitchenAid Toaster, Black"
OFF-FA-10004523,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack"
TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
TEC-MA-10002712,Technology,Machines,"Okidata Printer, Wireless"
OFF-AR-10000594,Office Supplies,Art,"Binney & Smith Highlighters, Water Color"
OFF-SU-10002451,Office Supplies,Supplies,"Elite Letter Opener, High Speed"
FUR-FU-10003879,Furniture,Furnishings,"Advantus Frame, Erganomic"
FUR-BO-10003530,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine"
FUR-BO-10001471,Furniture,Bookcases,"Sauder Classic Bookcase, Metal"
OFF-SU-10001515,Office Supplies,Supplies,"Kleencut Box Cutter, Easy Grip"
FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
TEC-PH-10001071,Technology,Phones,"Nokia Headset, Full Size"
OFF-LA-10000296,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable"
OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
OFF-LA-10002650,Office Supplies,Labels,"Novimex Removable Labels, Laser Printer Compatible"
OFF-EN-10004305,Office Supplies,Envelopes,"Jiffy Manila Envelope, Security-Tint"
FUR-BO-10002738,Furniture,Bookcases,"Sauder Corner Shelving, Mobile"
TEC-CAN-10001378,Technology,Copiers,"Canon Personal Copier, High-Speed"
OFF-ST-10004482,Office Supplies,Storage,"Rogers Shelving, Industrial"
OFF-BI-10002727,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear"
FUR-CH-10001191,Furniture,Chairs,"Office Star Steel Folding Chair, Red"
TEC-MA-10004857,Technology,Machines,"Konica Calculator, White"
OFF-EN-10004469,Office Supplies,Envelopes,"Jiffy Manila Envelope, Recycled"
OFF-AR-10002681,Office Supplies,Art,"Boston Sketch Pad, Fluorescent"
OFF-PA-10004470,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled"
TEC-CAN-10002802,Technology,Copiers,"Canon Personal Copier, Digital"
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
OFF-BI-10003879,Office Supplies,Binders,"Ibico Binder Covers, Economy"
FUR-CH-10000848,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two"
TEC-NOK-10001058,Technology,Phones,"Nokia Office Telephone, Full Size"
OFF-SU-10002900,Office Supplies,Supplies,"Kleencut Trimmer, Easy Grip"
OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels
OFF-HAR-10000414,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable"
FUR-CH-10004050,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable"
TEC-PH-10002916,Technology,Phones,"Apple Speaker Phone, with Caller ID"
TEC-PH-10002564,Technology,Phones,"Motorola Signal Booster, Full Size"
OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
TEC-CO-10004185,Technology,Copiers,"Sharp Personal Copier, High-Speed"
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
FUR-CH-10003608,Furniture,Chairs,"SAFCO Chairmat, Set of Two"
TEC-PAN-10001172,Technology,Machines,"Panasonic Receipt Printer, Durable"
TEC-LOG-10004419,Technology,Accessories,"Logitech Flash Drive, USB"
TEC-MA-10001494,Technology,Machines,"Okidata Inkjet, Durable"
OFF-SU-10003780,Office Supplies,Supplies,"Elite Ruler, High Speed"
OFF-SME-10000973,Office Supplies,Storage,"Smead Folders, Industrial"
TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
OFF-AP-10004756,Office Supplies,Appliances,"Hamilton Beach Toaster, Red"
OFF-EN-10003507,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled"
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
